文件夹,名称,经纬度[经度 + 纬度],线条宽度,线条颜色,线条不透明度,闭合,线型,轨迹风格,轨迹类别,显示级别,叠放层次,对象ID,所属区域,Comment
/道路,道路48-49,"113.61935362,25.98398316;113.61969276,25.98368126;113.61988712,25.98357372;113.62002519,25.98351930;113.62058947,25.98340538;113.62075434,25.98341608;113.62127167,25.98361948;113.62169517,25.98402805;113.62200073,25.98425817;113.62210125,25.98430391;113.62223929,25.98429413;113.62263467,25.98418275;113.62312652,25.98421603;113.62348837,25.98428443;113.62417318,25.98437058;113.62500137,25.98445776;113.62600508,25.98454352;113.62641647,25.98456115;113.62674612,25.98451494;113.62699805,25.98450862;113.62735046,25.98465298;113.62757290,25.98469856;113.62775380,25.98469474;113.62786501,25.98466204;113.62869045,25.98426655;113.62907100,25.98407911;113.62927200,25.98400768;113.62941268,25.98401233;113.62997677,25.98411057;113.63018043,25.98411997;113.63047520,25.98407375;113.63106473,25.98399821;113.63123088,25.98393889;113.63136486,25.98385065;113.63174004,25.98349910;113.63181105,25.98346041;113.63233894,25.98320878;113.63250240,25.98317238;113.63293246,25.98311390;113.63301687,25.98307880;113.63360907,25.98259302;113.63403914,25.98233306;113.63446786,25.98204173;113.63476662,25.98191706;113.63601923,25.98144721;113.63638763,25.98137430;113.63695696,25.98132040;113.63714049,25.98127188;113.63771921,25.98103699;113.63838096,25.98085264;113.63870781,25.98077736;113.63909225,25.98071405;113.63976202,25.98065031;113.63986918,25.98057173;113.63991740,25.98055235;113.63997901,25.98058483;113.63996159,25.98071878;113.63954901,25.98093656;113.63922351,25.98102029;113.63911366,25.98106027;113.63910696,25.98109285;113.63916456,25.98112293;113.64003791,25.98114332;113.64012364,25.98114923;113.64018927,25.98118411;113.64032722,25.98133592;113.64039420,25.98137321;113.64044911,25.98136950;113.64060048,25.98129086;113.64066478,25.98128110;113.64114428,25.98142756;113.64121260,25.98149018;113.64125946,25.98173140;113.64130768,25.98178561;113.64149117,25.98186495;113.64210462,25.98195810;113.64222517,25.98202668;113.64238856,25.98217721;113.64263903,25.98219733;113.64296717,25.98234882;113.64324040,25.98233633;113.64325781,25.98244970;113.64323236,25.98247990;113.64298323,25.98246823;113.64288679,25.98249130;113.64279438,25.98254091;113.64271667,25.98276543;113.64264300,25.98280778;113.64255058,25.98281516;113.64239388,25.98276233;113.64221575,25.98257320;113.64214075,25.98254436;113.64201350,25.98254698;113.64185009,25.98262202;113.64170809,25.98276219;113.64163443,25.98277920;113.64106785,25.98260032;113.64099552,25.98260043;113.64091784,25.98264036;113.64086290,25.98278763;113.64082138,25.98285283;113.64061109,25.98287126;113.64037265,25.98293315;113.64030433,25.98301650;113.64030834,25.98326862;113.64020116,25.98354989;113.64022258,25.98358845;113.64026009,25.98358599;113.64032840,25.98352436;113.64048915,25.98329249;113.64052801,25.98324778;113.64058426,25.98322116;113.64096199,25.98322903;113.64115621,25.98319857;113.64122185,25.98322018;113.64130355,25.98328279;113.64134239,25.98336355;113.64147633,25.98342245;113.64171072,25.98347397;113.64196922,25.98369676;113.64215405,25.98378212;113.64218886,25.98393165;113.64225849,25.98408476;113.64252101,25.98420499;113.64263218,25.98423739;113.64275005,25.98423841;113.64287461,25.98420805;113.64296301,25.98414035;113.64304071,25.98405699;113.64314519,25.98401218;113.64330992,25.98411688;113.64348403,25.98419380;113.64363136,25.98428044;113.64372376,25.98442264;113.64380278,25.98447801;113.64394207,25.98450312;113.64416306,25.98452568;113.64422601,25.98457385;113.64424878,25.98463051;113.64435725,25.98469668;113.64449521,25.98470008;113.64469344,25.98462495;113.64476175,25.98456212;113.64484078,25.98434242;113.64483811,25.98427125;113.64481535,25.98418684;113.64482205,25.98412048;113.64486491,25.98408180;113.64497206,25.98407680;113.64513411,25.98416701;113.64582247,25.98481372;113.64624032,25.98495539;113.64627246,25.98496619;113.64622424,25.98500729;113.64578495,25.98504300;113.64571129,25.98502744;113.64543942,25.98489277;113.64538317,25.98493388;113.64542736,25.98500137;113.64566842,25.98520605;113.64603271,25.98532972;113.64629250,25.98563571;113.64631526,25.98576234;113.64661525,25.98589937;113.64663532,25.98614785;113.64664469,25.98618644;113.64699422,25.98648504;113.64700091,25.98652604;113.64697547,25.98652971;113.64673575,25.98641671;113.64647861,25.98633630;113.64630184,25.98614961;113.64610229,25.98607152;113.64599247,25.98599570;113.64583981,25.98582948;113.64571123,25.98582003;113.64561079,25.98582623;113.64550899,25.98588913;113.64549828,25.98592172;113.64553978,25.98609538;113.64547145,25.98644051;113.64548484,25.98648875;113.64555314,25.98651879;113.64598573,25.98661941;113.64617455,25.98682901;113.64656160,25.98696952;113.64671025,25.98712128;113.64692049,25.98743578;113.64706379,25.98752361;113.64716154,25.98776110;113.64747089,25.98799099;113.64751241,25.98804883;113.64772799,25.98848155;113.64785119,25.98863456;113.64813777,25.98886931;113.64825562,25.98892098;113.64837615,25.98891354;113.64854089,25.98884812;113.64861722,25.98880938;113.64874177,25.98883692;113.64918638,25.98905210;113.64930421,25.98914237;113.64936314,25.98920500;113.64953054,25.98923005;113.64998454,25.98913155;113.65015060,25.98903837;113.65021757,25.98895623;113.65028186,25.98876431;113.65035287,25.98835402;113.65043055,25.98817656;113.65058725,25.98802308;113.65072921,25.98797457;113.65111489,25.98804146",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,621319067,无,
/道路,道路49-50,"113.65111489,25.98804146;113.65132645,25.98833785;113.65143626,25.98839798",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,455061669,无,
/道路,道路49-51,"113.65111489,25.98804146;113.65118455,25.98766254;113.65123277,25.98761300;113.65135195,25.98761279;113.65184608,25.98781097;113.65239916,25.98777864;113.65249155,25.98777485;113.65262279,25.98771672;113.65294152,25.98747247;113.65300982,25.98745787;113.65313436,25.98747454;113.65328970,25.98753578;113.65335933,25.98759236;113.65342894,25.98794570;113.65355614,25.98807456;113.65366059,25.98815881;113.65380119,25.98815615;113.65384539,25.98815004;113.65398465,25.98807741;113.65441719,25.98810076;113.65444397,25.98804643;113.65443862,25.98802593;113.65391639,25.98780007;113.65389095,25.98777599;113.65390434,25.98773616;113.65398871,25.98771308;113.65410386,25.98771046;113.65464620,25.98782048;113.65482965,25.98785875;113.65489661,25.98784657;113.65498365,25.98778850;113.65505463,25.98770393;113.65507874,25.98761582;113.65509482,25.98748792;113.65516446,25.98737681;113.65539212,25.98719665;113.65550059,25.98718922;113.65555147,25.98719877;113.65559834,25.98724212;113.65560099,25.98757266;113.65564785,25.98762927;113.65567196,25.98763044;113.65568802,25.98760870;113.65570679,25.98742287;113.65576704,25.98732988;113.65583669,25.98724651;113.65593982,25.98696524;113.65594250,25.98689526;113.65588225,25.98682903;113.65572959,25.98677261;113.65565461,25.98672810;113.65564792,25.98670399;113.65567604,25.98667015;113.65574969,25.98666157;113.65608580,25.98672853;113.65618220,25.98679711;113.65619693,25.98687309;113.65616075,25.98711443;113.65626787,25.98732897;113.65633884,25.98735297;113.65637901,25.98733963;113.65631608,25.98716361;113.65633617,25.98707430;113.65650358,25.98668434;113.65656787,25.98669146;113.65659999,25.98676860;113.65657990,25.98689652;113.65660200,25.98695017;113.65664551,25.98696878;113.65706196,25.98682446;113.65705260,25.98676537;113.65684237,25.98669941;113.65682094,25.98668618;113.65682898,25.98663790;113.65704057,25.98655307;113.65761637,25.98626490;113.65774359,25.98628155;113.65781321,25.98633692;113.65797923,25.98662494;113.65804484,25.98668394;113.65833005,25.98673649;113.65842512,25.98679422;113.65848669,25.98714878;113.65866342,25.98739817;113.65877858,25.98745104;113.65888704,25.98744843;113.65913342,25.98736232;113.65918029,25.98737068;113.65936372,25.98752234;113.65940925,25.98752347;113.65927137,25.98711355;113.65927672,25.98709304;113.65931555,25.98707848;113.65937179,25.98710131;113.65959405,25.98731201;113.65959538,25.98749779;113.65961546,25.98759547;113.65969044,25.98766771;113.65979221,25.98769888;113.65988593,25.98767579;113.66005467,25.98734011;113.66014038,25.98725912;113.66019662,25.98724816;113.66032784,25.98723223;113.66052468,25.98723066;113.66063715,25.98728473;113.66068000,25.98729792;113.66071214,25.98716275;113.66072689,25.98693352;113.66080723,25.98683565;113.66094650,25.98677989;113.66152629,25.98677761;113.66196681,25.98684675;113.66212615,25.98683801;113.66223863,25.98678110;113.66239129,25.98661675;113.66249842,25.98643799;113.66258546,25.98639923;113.66273676,25.98639654;113.66287200,25.98647711;113.66308354,25.98664440;113.66332590,25.98665239;113.66360306,25.98677250;113.66395655,25.98682612;113.66402215,25.98688994;113.66411186,25.98693319;113.66440509,25.98700622;113.66454970,25.98706989;113.66462735,25.98706250;113.66469030,25.98703826;113.66474118,25.98701766;113.66480946,25.98703803;113.66486837,25.98708497;113.66523658,25.98727850;113.66534368,25.98740255;113.66546954,25.98746022;113.66600108,25.98797191;113.66600508,25.98809134;113.66594749,25.98827240;113.66594347,25.98831343;113.66599168,25.98832902;113.66604122,25.98832410;113.66607336,25.98827336;113.66609077,25.98817079;113.66618852,25.98810185;113.66629430,25.98807993;113.66639071,25.98808578;113.66654736,25.98815062;113.66684191,25.98837444;113.66700258,25.98846462;113.66712174,25.98860433;113.66756760,25.98873738;113.66784743,25.98889006;113.66810851,25.98918150;113.66822767,25.98925365;113.66844725,25.98930873;113.66866684,25.98948081;113.66881144,25.98949019;113.66889312,25.98939835;113.66898016,25.98932581;113.66909398,25.98928337;113.66921181,25.98928434;113.66952376,25.98943695;113.66964025,25.98951756;113.66979958,25.98954018;113.67000846,25.98954219;113.67015039,25.98957328;113.67083188,25.98997248;113.67103273,25.99005292;113.67130988,25.99023576;113.67197265,25.99031170;113.67203156,25.99036346;113.67207307,25.99046592",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,1398653851,无,
/道路,道路48-52,"113.61935362,25.98397593;113.61937777,25.98373703;113.61945284,25.98356807;113.61945285,25.98340158;113.61940729,25.98334613;113.61927326,25.98328593;113.61880680,25.98319223;113.61874782,25.98313438;113.61871566,25.98305237;113.61871299,25.98289071;113.61881756,25.98263486;113.61899183,25.98236206;113.61898380,25.98232829;113.61889533,25.98229458;113.61864601,25.98236719;113.61850929,25.98233834;113.61760855,25.98170452;113.61708847,25.98132853;113.61672388,25.98089451;113.61666490,25.98086318;113.61655497,25.98089464;113.61650402,25.98095983;113.61645306,25.98122045;113.61646110,25.98130248;113.61654957,25.98144960;113.61657906,25.98153885;113.61658706,25.98203589;113.61649857,25.98225071;113.61649320,25.98247269;113.61654948,25.98260294;113.61649049,25.98268502;113.61642615,25.98267301;113.61634304,25.98258138;113.61628407,25.98243425;113.61626264,25.98227502;113.61628410,25.98195651;113.61627339,25.98176107;113.61616884,25.98159467;113.61594364,25.98141388;113.61590344,25.98121122;113.61582033,25.98109306;113.61569433,25.98102559;113.61530824,25.98097037;113.61511519,25.98090537;113.61495969,25.98082827;113.61488730,25.98074869;113.61486585,25.98068839;113.61486318,25.98059912;113.61486050,25.98053639;113.61505090,25.98019361;113.61515013,25.97988228;113.61523593,25.97974227;113.61585534,25.97906620;113.61606718,25.97852555;113.61622271,25.97826725;113.61638627,25.97813441;113.61665438,25.97804734;113.61675090,25.97798453;113.61679917,25.97790969;113.61679382,25.97759118;113.61686086,25.97744876;113.61704854,25.97732074;113.61723353,25.97724336;113.61830326,25.97698431;113.61863569,25.97683924;113.61893862,25.97689689;113.61904049,25.97687991;113.61939974,25.97654178;113.62006190,25.97639400;113.62104570,25.97628692;113.62170779,25.97638521",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,33105381,无,
/道路,道路53-54,"113.60647693,25.97922883;113.60657406,25.97924761;113.60668000,25.97926085;113.60680875,25.97930302;113.60702063,25.97945133;113.60712255,25.97945612;113.60730629,25.97936556",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,189314445,无,
/道路,道路53-55,"113.60647693,25.97922883;113.60648556,25.97904979",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,1710301409,无,
/道路,道路55-56,"113.60648556,25.97904979;113.60650167,25.97872404;113.60654326,25.97858408;113.60664653,25.97844167",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,407306098,无,
/道路,道路56-57,"113.60664860,25.97843915;113.60694293,25.97837641;113.60709313,25.97829552;113.60714007,25.97826173;113.60756657,25.97766193;113.60784822,25.97722748;113.60876015,25.97659728;113.60949769,25.97638700;113.60967740,25.97602496;113.60970159,25.97526969;113.60975523,25.97519004;113.61042837,25.97520899",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,188539357,无,
/道路,道路56-58,"113.60664860,25.97843915;113.60673510,25.97779256;113.60686923,25.97748366;113.60700336,25.97729298;113.60722063,25.97709021;113.60788313,25.97663387;113.60854027,25.97601345;113.60892649,25.97581782;113.60894527,25.97573577;113.60871736,25.97497579;113.60848672,25.97481905",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,43788063,无,
/道路,道路55-59,"113.60648556,25.97904979;113.60628708,25.97902574;113.60599740,25.97893174;113.60559776,25.97865922;113.60529198,25.97850006;113.60509885,25.97844705;113.60502911,25.97844466;113.60466966,25.97854370;113.60428875,25.97852933;113.60329625,25.97783950;113.60273024,25.97757903;113.60252369,25.97735467;113.60221252,25.97694935;113.60216962,25.97675874;113.60216693,25.97665740;113.60212402,25.97661638;113.60205694,25.97661880;113.60198182,25.97677084;113.60199518,25.97741509;113.60195762,25.97744888;113.60185031,25.97746820;113.60168398,25.97748030;113.60160081,25.97751651;113.60113933,25.97791231;113.60104005,25.97812225;113.60098906,25.97816327;113.60088980,25.97816811;113.60068591,25.97809816;113.60061347,25.97811988;113.60028343,25.97839982;113.60004463,25.97872077;113.59974412,25.97882214;113.59893646,25.97950263;113.59865470,25.97986458;113.59855810,25.97992009;113.59843199,25.97992250;113.59833003,25.97988390;113.59822807,25.97979704;113.59811539,25.97963055;113.59791686,25.97927102;113.59777465,25.97914315;113.59763512,25.97908765;113.59739631,25.97904904;113.59691330,25.97900319;113.59686500,25.97896940;113.59686770,25.97880050;113.59699923,25.97821416;113.59696973,25.97803802;113.59693485,25.97787635;113.59679800,25.97771709;113.59655919,25.97759402;113.59628550,25.97726102;113.59617550,25.97697387;113.59619698,25.97679531;113.59616478,25.97669155;113.59600111,25.97653711;113.59583473,25.97643576;113.59559859,25.97637299;113.59542415,25.97635367;113.59531412,25.97637296;113.59520945,25.97650808;113.59518529,25.97667216;113.59497863,25.97689171;113.59467805,25.97707024;113.59435330,25.97731993;113.59390509,25.97749600;113.59380311,25.97749477;113.59333611,25.97767687",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,1975985448,无,
/道路,道路59-60,"113.59333611,25.97767687;113.59336835,25.97720032;113.59349988,25.97691803;113.59352138,25.97657539;113.59360191,25.97623759;113.59358316,25.97593355;113.59347314,25.97565363;113.59292838,25.97469074",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,1420422326,无,
/道路,道路60-61,"113.59292838,25.97469074;113.59297671,25.97441808;113.59297404,25.97426364;113.59277277,25.97385580;113.59298754,25.97320675;113.59339284,25.97269526;113.59365050,25.97245642;113.59384645,25.97205347",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,701500524,无,
/道路,道路60-62,"113.59292838,25.97469074;113.59263584,25.97456520;113.59254191,25.97446383;113.59247483,25.97429973;113.59232992,25.97387500;113.59217962,25.97376397;113.59177166,25.97356600;113.59169383,25.97345981;113.59139865,25.97251140;113.59136913,25.97247520;113.59135033,25.97252104;113.59132614,25.97296503",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,1036442587,无,
/道路,道路59-63,"113.59333611,25.97767687;113.59322338,25.97784214;113.59331462,25.97800623;113.59332265,25.97819927;113.59327165,25.97829094;113.59296568,25.97846944;113.59282341,25.97866245;113.59270800,25.97874687;113.59236445,25.97887468;113.59197795,25.97886493;113.59134986,25.97906503;113.59125054,25.97911809;113.59104653,25.97930382;113.59043177,25.98034601;113.58991366,25.98101902;113.58991632,25.98135441;113.59000218,25.98178875;113.59002902,25.98188046;113.59001827,25.98202763;113.58967463,25.98262589;113.58910015,25.98305999;113.58890149,25.98329879;113.58861420,25.98390670;113.58845846,25.98437954;113.58806651,25.98462790;113.58787589,25.98479912;113.58754031,25.98487860;113.58730137,25.98501843;113.58703825,25.98523546;113.58692816,25.98554183;113.58686909,25.98560453;113.58640730,25.98585522;113.58636434,25.98586486;113.58627843,25.98583103;113.58620328,25.98556800;113.58611200,25.98545938;113.58603146,25.98540385;113.58584084,25.98538927;113.58563679,25.98543259;113.58536562,25.98543003;113.58522599,25.98549992;113.58512664,25.98566635;113.58512663,25.98582800;113.58517495,25.98596556;113.58530112,25.98612005;113.58554274,25.98641212;113.58562328,25.98659312;113.58567158,25.98704916;113.58566617,25.98748103;113.58549699,25.98784285;113.58527413,25.98812985;113.58501368,25.98839992;113.58471832,25.98847455;113.58454380,25.98843343;113.58435854,25.98835370;113.58431021,25.98834885;113.58428067,25.98840191;113.58433971,25.98872042;113.58452227,25.98904624;113.58450614,25.98933576;113.58455714,25.98963738;113.58453296,25.98971216;113.58449805,25.98979900;113.58402006,25.99058765;113.58388848,25.99067202;113.58374617,25.99068399;113.58346424,25.99062108;113.58329776,25.99062097;113.58280635,25.99083537;113.58271774,25.99084256;113.58264524,25.99082321;113.58256200,25.99075559;113.58240896,25.99040324;113.58235258,25.99035012;113.58201691,25.99034506;113.58185580,25.99028946;113.58176181,25.99029663;113.58164901,25.99041959;113.58146371,25.99059558;113.58111192,25.99061704;113.58088902,25.99061446;113.58077623,25.99066746;113.58057210,25.99098095;113.58033039,25.99119065;113.57980665,25.99185855;113.57951121,25.99215748;113.57938499,25.99216944;113.57897408,25.99198332;113.57888815,25.99191810;113.57883981,25.99180709;113.57882910,25.99133902;113.57880225,25.99126179;113.57873779,25.99121107;113.57865722,25.99121341;113.57850680,25.99132427;113.57801526,25.99188357;113.57775472,25.99210048;113.57738400,25.99284806;113.57723895,25.99302646;113.57714493,25.99308428;113.57703212,25.99310106;113.57684411,25.99309365;113.57665072,25.99305728;113.57603562,25.99280578;113.57555751,25.99259541;113.57506594,25.99244774;113.57481614,25.99222070;113.57471407,25.99214580;113.57453409,25.99210460;113.57426546,25.99206572;113.57383564,25.99206285;113.57375774,25.99201693;113.57368789,25.99192999;113.57360463,25.99176825;113.57369331,25.99137991;113.57368794,25.99130029;113.57335754,25.99095975;113.57331725,25.99090180;113.57330382,25.99080286;113.57332533,25.99043858;113.57326624,25.99034924;113.57318297,25.99029607;113.57308356,25.99029355;113.57291968,25.99036575;113.57281489,25.99051521;113.57254887,25.99131110;113.57245215,25.99140991;113.57170257,25.99163825;113.57145001,25.99168380;113.57131300,25.99164020;113.57110613,25.99147832;113.57092076,25.99126337;113.57052045,25.99093717",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,1624827583,无,
/道路,道路18-63,"113.56996536,25.99126237;113.57052045,25.99093717",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,636639874,无,
/道路,道路8-18,"113.56996536,25.99126237;113.56996425,25.99131528;113.56991855,25.99150702;113.56993734,25.99184603;113.57004747,25.99227561;113.57021804,25.99284038",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,36991213,无,
/道路,道路1-7,"113.57215807,25.99452191;113.57203551,25.99428770;113.57198179,25.99419114;113.57172120,25.99390614",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,346694762,无,
/道路,道路1-64,"113.57215807,25.99452191;113.57252687,25.99409037",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,1478671951,无,
/道路,道路64-65,"113.57252687,25.99409037;113.57299192,25.99447938;113.57421283,25.99532992",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,1804344190,无,
/道路,道路29-65,"113.57421283,25.99532992;113.57426790,25.99541200;113.57438070,25.99574506;113.57441024,25.99585848;113.57449350,25.99598644;113.57476750,25.99613389;113.57497434,25.99616788",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,249235968,无,
/道路,道路65-66,"113.57421283,25.99532992;113.57426925,25.99531792;113.57433909,25.99536384;113.57445190,25.99561848;113.57480916,25.99574792",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,1911002149,无,
/道路,道路63-64,"113.57252687,25.99409037;113.57295974,25.99357461;113.57304035,25.99341547;113.57299200,25.99330926;113.57121357,25.99187894;113.57081059,25.99148279;113.57061716,25.99119303;113.57052717,25.99093357",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,1944231896,无,
/道路,道路63-67,"113.57052717,25.99093357;113.57035926,25.99059920;113.56888697,25.98863825;113.56878488,25.98851266;113.56825285,25.98830446;113.56773158,25.98790809;113.56673742,25.98643497;113.56521113,25.98444951;113.56482418,25.98373958",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,1767809985,无,
/道路,道路67-68,"113.56482418,25.98373958;113.56458236,25.98311672;113.56451788,25.98277400;113.56457165,25.98254727;113.56483505,25.98215195;113.56490494,25.98194938;113.56485128,25.98085869;113.56505554,25.98060804;113.56515230,25.98042722;113.56556349,25.98028545;113.56564681,25.98020836;113.56567103,25.97980061;113.56561192,25.97962439;113.56528222,25.97940481",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,1203965594,无,
/道路,道路68-69,"113.56528222,25.97940481;113.56509731,25.97910728;113.56507716,25.97899264;113.56506775,25.97897574;113.56512151,25.97889378;113.56584045,25.97829157;113.56650022,25.97781957;113.56670044,25.97768352;113.56709684,25.97729799;113.56763296,25.97690058;113.56806696,25.97669002;113.56826849,25.97662393;113.56905580,25.97660565;113.56991428,25.97660552;113.57013461,25.97655874;113.57027970,25.97649135;113.57034957,25.97643956;113.57059811,25.97613343;113.57071634,25.97602377;113.57081978,25.97597443;113.57137997,25.97588944;113.57146999,25.97586541;113.57205033,25.97544985;113.57235394,25.97512444;113.57292618,25.97502375;113.57365557,25.97480013;113.57470870,25.97381191",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,920616531,无,
/道路,道路69-71,"113.57470870,25.97381191;113.57474363,25.97364545;113.57482961,25.97342354;113.57509154,25.97301601;113.57518290,25.97273256;113.57529841,25.97261686;113.57537094,25.97258797;113.57546227,25.97259048",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,213758096,无,
/道路,道路69-70,"113.57471018,25.97380474;113.57482824,25.97373965;113.57505390,25.97348289;113.57549580,25.97337113;113.57564488,25.97332422;113.57601827,25.97307001;113.57675832,25.97265448;113.57708199,25.97237607;113.57739895,25.97217969;113.57776695,25.97169138;113.57788514,25.97166254;113.57829338,25.97184508;113.57833635,25.97181737;113.57823164,25.97132019;113.57825045,25.97118266;113.57864396,25.97071486;113.57884139,25.97033617;113.57883333,25.97023844;113.57875142,25.97015391;113.57829887,25.97006423;113.57789870,25.96985273;113.57758447,25.96960511;113.57735082,25.96917295;113.57735487,25.96905230;113.57752275,25.96880149;113.57751471,25.96868807;113.57742473,25.96860594;113.57740594,25.96849492;113.57789349,25.96763145;113.57792575,25.96732501;113.57785730,25.96679164;113.57790973,25.96589399;113.57799974,25.96549349;113.57834759,25.96499305;113.57833015,25.96483618;113.57826435,25.96468651;113.57803473,25.96446187;113.57800654,25.96437014;113.57811401,25.96380073;113.57802002,25.96367877;113.57786715,25.96361537",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,1641067642,无,
/道路,道路68-72,"113.56528222,25.97940481;113.56435154,25.97888421;113.56429510,25.97879966;113.56417421,25.97814558;113.56420378,25.97800327;113.56431398,25.97791656;113.56441343,25.97792154;113.56472516,25.97806919;113.56485417,25.97805489;113.56505306,25.97786215;113.56512295,25.97767163;113.56506384,25.97746886;113.56431140,25.97640605;113.56389491,25.97533166;113.56394329,25.97525210;113.56442167,25.97539518;113.56468506,25.97528940;113.56478181,25.97527989;113.56485437,25.97534756;113.56496185,25.97562039;113.56540794,25.97590335;113.56556650,25.97587461;113.56559608,25.97578780;113.56537037,25.97518905;113.56508019,25.97436097;113.56469860,25.97385610;113.56454274,25.97357837;113.56413963,25.97332441;113.56402407,25.97317945;113.56399451,25.97309012;113.56402946,25.97303468;113.56485185,25.97303348;113.56488410,25.97295631;113.56483843,25.97273907;113.56464226,25.97250954;113.56415316,25.97202621;113.56412629,25.97193206;113.56418543,25.97184287;113.56430637,25.97182132;113.56487342,25.97196936;113.56496749,25.97191641;113.56495945,25.97161959;113.56481440,25.97070482;113.56488428,25.97056015;113.56494879,25.97049750;113.56504823,25.97050488;113.56512616,25.97053395;113.56530619,25.97097339;113.56554533,25.97149737;113.56605589,25.97218581;113.56614188,25.97220766;113.56622250,25.97215226;113.56624670,25.97203889;113.56602368,25.97156320;113.56604251,25.97132916;113.56633014,25.97024850;113.56642154,25.96985530;113.56642964,25.96923031;113.56666351,25.96822678;113.56675757,25.96812797;113.56690000,25.96810886;113.56811189,25.96869447;113.56822743,25.96863671;113.56822475,25.96855949;113.56773303,25.96821376;113.56736220,25.96816017;113.56676029,25.96775877;113.56675492,25.96771050;113.56716878,25.96742631;113.56733808,25.96726727;113.56762027,25.96686708;113.56805561,25.96656360;113.56829211,25.96595578;113.56868176,25.96573428;113.56879193,25.96559204;113.56913860,25.96508331;113.56922190,25.96503997;113.56980497,25.96504795;113.56996887,25.96500713;113.57012471,25.96492769;113.57017040,25.96485293;113.57017309,25.96478296;113.56956316,25.96475806;113.56928910,25.96461292;113.56940199,25.96417387;113.56940739,25.96382154;113.56987224,25.96362665;113.57046069,25.96325815;113.57048488,25.96313511;113.57017054,25.96284272;113.57020549,25.96267625;113.57056287,25.96212647;113.57113252,25.96137422;113.57114059,25.96127287;113.57101431,25.96123169;113.57074295,25.96130617;113.56953651,25.96192731;113.56947471,25.96191275;113.56943709,25.96184996;113.56905022,25.96111100;113.56857736,25.96039365;113.56857199,25.96024885;113.56862307,25.95995932;113.56857472,25.95979274;113.56848336,25.95972022;113.56824152,25.95966198;113.56785729,25.95936705;113.56744619,25.95892245;113.56741126,25.95884276;113.56763163,25.95846176;113.56762089,25.95841589;113.56723393,25.95841537;113.56712644,25.95834524;113.56690343,25.95806981;113.56680937,25.95807451;113.56669918,25.95827225;113.56654325,25.95922289;113.56657007,25.95989381;113.56651632,25.95991064;113.56647333,25.95984300;113.56611603,25.95817249;113.56603544,25.95793104;113.56597363,25.95790440;113.56591450,25.95798155;113.56603809,25.95841613;113.56598164,25.95854878;113.56583115,25.95852685;113.56538774,25.95833798;113.56537700,25.95828004;113.56556783,25.95780247;113.56565386,25.95735612;113.56586888,25.95705717;113.56586083,25.95690271;113.56572647,25.95673358;113.56550074,25.95661742;113.56556525,25.95643651;113.56569695,25.95619777;113.56573996,25.95598063;113.56571043,25.95562099;113.56585556,25.95544261;113.56588513,25.95534129;113.56589320,25.95527614;113.56583408,25.95513608;113.56559493,25.95488474;113.56558956,25.95478096;113.56567019,25.95468212;113.56592819,25.95449907;113.56594970,25.95436636;113.56591478,25.95419497;113.56581266,25.95407897;113.56533163,25.95396244;113.56495002,25.95382674;113.56457645,25.95379240;113.56455495,25.95371515;113.56519465,25.95287620;113.56531560,25.95266158;113.56526456,25.95221984;113.56506574,25.95155344;113.56510070,25.95131697;113.56534264,25.95037847;113.56543134,25.95009864;113.56579686,25.94976851;113.56600380,25.94961675;113.56607637,25.94937792;113.56602535,25.94896755;113.56570828,25.94835406;113.56546376,25.94791445;113.56539658,25.94773816;113.56541003,25.94760544;113.56552022,25.94747285;113.56614105,25.94691137;113.56615718,25.94683657;113.56606044,25.94681230;113.56535899,25.94731333;113.56528643,25.94728667;113.56524074,25.94721902;113.56524613,25.94710318;113.56541547,25.94675104;113.56582936,25.94638477;113.56600672,25.94634399;113.56654957,25.94636889;113.56680218,25.94631373;113.56694192,25.94620531",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,1779732444,无,
