文件夹,名称,经纬度[经度 + 纬度],线条宽度,线条颜色,线条不透明度,闭合,线型,轨迹风格,轨迹类别,显示级别,叠放层次,对象ID,所属区域,Comment
/道路,道路72-73,"113.56694192,25.94620531;113.56730067,25.94622269;113.56740144,25.94623489;113.56752236,25.94629178;113.56756400,25.94637872;113.56747665,25.94657652;113.56737184,25.94672964;113.56737184,25.94680204;113.56746857,25.94685527;113.56762712,25.94688324;113.56790388,25.94693188;113.56804093,25.94691879;113.56857433,25.94660452;113.56866033,25.94657567;113.56916818,25.94647616;113.56933074,25.94655240;113.56934417,25.94656689;113.56908080,25.94711685;113.56911035,25.94734618;113.56911033,25.94757426",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,1575304551,无,
/道路,道路72-74,"113.56694192,25.94620531;113.56714618,25.94580614;113.56724160,25.94550216;113.56756676,25.94540726;113.56804644,25.94507723;113.56803838,25.94499999;113.56782074,25.94473782;113.56785300,25.94462323;113.56815801,25.94435209;113.56814055,25.94424708;113.56799412,25.94400673;113.56800488,25.94390779;113.56829780,25.94355819;113.56833139,25.94337118;113.56830725,25.94280757;113.56810172,25.94242715;113.56825894,25.94205444;113.56831675,25.94151265;113.56837724,25.94116155;113.56800513,25.94054194;113.56797021,25.94035604;113.56809786,25.94001468;113.56811937,25.93992902;113.56809251,25.93983606;113.56795681,25.93976949;113.56751612,25.93970977;113.56686314,25.93953268;113.56666429,25.93937310;113.56656891,25.93921367;113.56654339,25.93887209;113.56622498,25.93841062;113.56611885,25.93821979;113.56591328,25.93807105;113.56584072,25.93799613;113.56584477,25.93775355;113.56584477,25.93775476",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,1144836962,无,
/道路,道路73-74,"113.56584477,25.93775355;113.56593211,25.93774160;113.56635402,25.93783633;113.56649914,25.93782205;113.56656095,25.93775214;113.56652602,25.93763864;113.56642393,25.93738506;113.56644005,25.93728129;113.56662818,25.93698707;113.56681092,25.93692939;113.56693992,25.93691991;113.56726507,25.93699036;113.56732956,25.93698321;113.56776761,25.93644311;113.56812233,25.93617807;113.56814920,25.93611293;113.56809816,25.93599700;113.56799607,25.93581583;113.56802026,25.93572896;113.56812774,25.93571222;113.56869739,25.93580709;113.56880757,25.93574206;113.56882370,25.93559484;113.56878878,25.93540653;113.56868400,25.93513605;113.56852280,25.93494756;113.56857117,25.93486314;113.56874314,25.93484888;113.56918918,25.93487842;113.56945252,25.93472668;113.56960031,25.93464721;113.56968091,25.93466179;113.56972390,25.93470289;113.56979374,25.93503849;113.57003016,25.93535499;113.57001135,25.93545394;113.56997640,25.93564700;113.57002205,25.93591981;113.57014295,25.93611789;113.57044386,25.93629446;113.57055133,25.93635011;113.57057550,25.93656738;113.57058086,25.93666152;113.57071519,25.93675824;113.57124178,25.93711369;113.57119878,25.93721261;113.57071246,25.93742202;113.57062378,25.93758604;113.57069632,25.93767544;113.57109932,25.93781592;113.57135992,25.93802140;113.57185697,25.93776854;113.57196982,25.93776867;113.57206384,25.93784602;113.57210681,25.93808020;113.57249631,25.93884580;113.57261182,25.93887489;113.57273272,25.93887261;113.57295302,25.93874734;113.57363270,25.93866119;113.57392823,25.93844427;113.57402493,25.93850955;113.57398997,25.93903329;113.57391205,25.93924561;113.57364607,25.93946498;113.57340427,25.93988470;113.57343649,25.94012369;113.57353857,25.94020346;113.57368095,25.94016741;113.57397915,25.94002773;113.57445462,25.94020201;113.57458625,25.94018767;113.57497847,25.93991050;113.57524443,25.93958492;113.57563929,25.93956600;113.57575481,25.93949370;113.57579512,25.93923065;113.57583811,25.93913173;113.57599390,25.93909568;113.57650425,25.93912513;113.57775597,25.93835148;113.57818841,25.93818774;113.57912575,25.93805819;113.57937820,25.93814046;113.57963601,25.93837964;113.58042018,25.93868922;113.58062428,25.93867248;113.58073439,25.93852774;113.58078544,25.93836365;113.58073444,25.93786155;113.58093050,25.93758653;113.58128773,25.93684336;113.58140320,25.93678069;113.58154284,25.93679045;113.58205036,25.93713839;113.58198858,25.93732179;113.58184623,25.93759203;113.58190530,25.93771517;113.58207178,25.93783115;113.58233226,25.93785305;113.58305727,25.93779561;113.58376616,25.93784676;113.58417427,25.93800873;113.58513819,25.93797309;113.58599734,25.93807976;113.58616647,25.93816433;113.58637318,25.93854580;113.58653694,25.93865209;113.58685642,25.93871259;113.58740409,25.93864768;113.58771552,25.93860438;113.58837055,25.93862638;113.58883765,25.93854933;113.58926178,25.93866535;113.58970202,25.93859069;113.59027645,25.93858848;113.59047242,25.93848475;113.59052879,25.93835926;113.59055028,25.93814927;113.59096367,25.93792491;113.59104688,25.93784771;113.59106031,25.93771736;113.59097980,25.93753630;113.59086708,25.93734559;113.59089394,25.93708009;113.59090736,25.93695940;113.59070339,25.93674692;113.59064702,25.93667208;113.59064435,25.93655863;113.59119733,25.93599156;113.59128863,25.93544124;113.59136111,25.93534713;113.59149532,25.93532544;113.59208043,25.93546559;113.59216899,25.93562251;113.59202135,25.93593145;113.59218505,25.93618252;113.59258493,25.93663157;113.59262785,25.93700571;113.59281572,25.93709266;113.59351084,25.93728106;113.59355377,25.93736797;113.59350545,25.93752244;113.59329876,25.93794240;113.59310007,25.93907198;113.59342747,25.93956685;113.59378172,25.93979019",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,2096883855,无,
/道路,道路74-75,"113.59378172,25.93979019;113.59462302,25.94054340",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,1199631765,无,
/道路,道路75-76,"113.59462302,25.94054340;113.59426740,25.94095488;113.59355884,25.94143507;113.59348906,25.94151713;113.59345147,25.94163057;113.59344877,25.94189366;113.59367821,25.94224127",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,325971701,无,
/道路,道路76-78,"113.59462302,25.94054340;113.59545625,25.94115536;113.59556089,25.94127606;113.59570578,25.94167915;113.59616463,25.94212330;113.59648663,25.94238158;113.59678180,25.94250228;113.59701525,25.94255056;113.59715748,25.94254574;113.59753852,25.94243713;113.59765658,25.94246368;113.59845614,25.94320466;113.59861713,25.94324810;113.59877007,25.94324568;113.59976283,25.94307183;113.60009822,25.94303801;113.60049531,25.94288108",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,989570131,无,
/道路,道路78-79,"113.60049531,25.94288108;113.60068044,25.94280622;113.60121435,25.94253824;113.60135656,25.94231375;113.60145583,25.94224374;113.60154169,25.94221475;113.60165972,25.94222198;113.60209701,25.94247292",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,235902092,无,
/道路,道路79-80,"113.60209701,25.94247292;113.60243501,25.94266353;113.60269254,25.94290485;113.60324512,25.94348399;113.60362871,25.94375664;113.60379502,25.94381935;113.60461854,25.94393255;113.60481167,25.94399525;113.60492970,25.94402901;113.60526766,25.94425577;113.60546882,25.94442225;113.60569948,25.94468284;113.60598646,25.94511478;113.60614201,25.94548883;113.60636194,25.94559736;113.60642363,25.94564802;113.60663282,25.94601239;113.60673742,25.94610890;113.60680179,25.94609681;113.60707270,25.94592774;113.60711294,25.94592049;113.60760643,25.94609407;113.60816966,25.94622415;113.60861755,25.94619257;113.60883478,25.94618764;113.60900643,25.94624307;113.60919683,25.94638538;113.60927997,25.94640948;113.60940871,25.94636355;113.60946771,25.94628147;113.60950257,25.94620904;113.60949187,25.94600148;113.60953210,25.94592905;113.60964206,25.94587831;113.61054851,25.94588990;113.61087568,25.94585110;113.61115994,25.94584371;113.61139593,25.94576392;113.61159438,25.94566484;113.61178477,25.94563336;113.61239885,25.94572954;113.61270721,25.94586450;113.61300753,25.94592465;113.61314160,25.94591008;113.61328373,25.94585448;113.61334808,25.94583754;113.61388705,25.94582752;113.61440723,25.94564374;113.61500785,25.94551298;113.61507488,25.94551776;113.61559233,25.94584080;113.61593819,25.94599983;113.61703472,25.94634413;113.61710711,25.94635373;113.61723848,25.94632224;113.61751999,25.94621341;113.61760578,25.94620851;113.61777468,25.94619389;113.61852265,25.94629945;113.61909098,25.94629896;113.61923843,25.94635194;113.61971560,25.94636117;113.61986304,25.94628380;113.62017132,25.94628111;113.62034557,25.94633163;113.62095407,25.94632141;113.62166173,25.94641487;113.62202895,25.94654968;113.62223265,25.94674256",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,1601119339,无,
/道路,道路74-81,"113.56584477,25.93775355;113.56561501,25.93760116;113.56548333,25.93748029;113.56532480,25.93710351;113.56530330,25.93702140;113.56519851,25.93692953;113.56512863,25.93690529;113.56452393,25.93694062;113.56441375,25.93691390;113.56429551,25.93683649;113.56339790,25.93592032;113.56274481,25.93548726;113.56264268,25.93545088;113.56253517,25.93544348;113.56241690,25.93553261;113.56236045,25.93565079;113.56223408,25.93612369;113.56215345,25.93622254;113.56207549,25.93625137;113.56198948,25.93624158;113.56186585,25.93618346;113.56139818,25.93583030;113.56123422,25.93569970;113.56107297,25.93547737;113.56078273,25.93460310;113.56033119,25.93389028;113.56034196,25.93367306;113.55975872,25.93263414;113.55912435,25.93217927;113.55902221,25.93205840;113.55895233,25.93191828;113.55887170,25.93166227;113.55859217,25.93100763;113.55860293,25.93087248;113.55904920,25.93047977;113.55907072,25.93036877;113.55903309,25.93028422;113.55856804,25.93010721;113.55851427,25.93005643;113.55851698,25.92987539;113.55861378,25.92960278;113.55882349,25.92919519;113.55879662,25.92911307;113.55874286,25.92899953;113.55864340,25.92892935;113.55825361,25.92881764;113.55814608,25.92875952;113.55812457,25.92869190;113.55808697,25.92831525;113.55799558,25.92821371;113.55783428,25.92817239;113.55747135,25.92820797;113.55705194,25.92832068;113.55672932,25.92853253;113.55667017,25.92852518;113.55661641,25.92850336;113.55590935,25.92806033;113.55520228,25.92771867;113.55511894,25.92760265;113.55504367,25.92748180;113.55486084,25.92740904;113.55447637,25.92735763;113.55394939,25.92712973;113.55371550,25.92670925;113.55350579,25.92648436;113.55335522,25.92645027;113.55311860,25.92642326;113.55295996,25.92635536;113.55289543,25.92629489;113.55280940,25.92612333;113.55255936,25.92575591;113.55240610,25.92566389;113.55219098,25.92566829;113.55212375,25.92573817;113.55192743,25.92609505;113.55178490,25.92629513;113.55109915,25.92678621;113.55077377,25.92694730;113.55045913,25.92699011;113.55033812,25.92703815;113.55022516,25.92718033;113.55027623,25.92753770;113.55022780,25.92786349;113.55007180,25.92819871;113.54994002,25.92836741;113.54948283,25.92858132;113.54938063,25.92870663;113.54932414,25.92886825;113.54933489,25.92905414;113.54939943,25.92917014;113.54951505,25.92932487;113.54971673,25.92950633;113.54992378,25.92979159;113.54998831,25.92992449;113.55004478,25.93003564;113.55003132,25.93018046;113.54999366,25.93026728;113.54964673,25.93056589;113.54941008,25.93068851;113.54897172,25.93079622;113.54891254,25.93087576;113.54876461,25.93122064;113.54866509,25.93127595;113.54790132,25.93128641;113.54784752,25.93128871;113.54769691,25.93146943;113.54722356,25.93149738;113.54699495,25.93157172;113.54687122,25.93166319;113.54681473,25.93174272;113.54681204,25.93180789;113.54689810,25.93189256;113.54743061,25.93204578;113.54747633,25.93209174;113.54747362,25.93219311;113.54735260,25.93230872;113.54701371,25.93246489",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,1806669111,无,
/道路,道路67-82,"113.56482418,25.98373958;113.56454468,25.98374399;113.56407168,25.98362748;113.56368735,25.98353039;113.56301276,25.98331704;113.56273055,25.98324421;113.56258810,25.98321504;113.56245640,25.98321966;113.56234620,25.98323155;113.56162046,25.98343791;113.56083557,25.98365621",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,883793662,无,
/道路,道路82-83,"113.56083557,25.98365621;113.56073343,25.98342441;113.56066357,25.98303825;113.56052381,25.98285465",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,847908001,无,
/道路,道路82-84,"113.56083557,25.98365621;113.55972871,25.98414027",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,1398149740,无,
/道路,道路84-85,"113.55972871,25.98414027;113.55963934,25.98402822;113.55948344,25.98383494;113.55904799,25.98347711",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,241024221,无,
/道路,道路84-86,"113.55972871,25.98414027;113.55806935,25.98493638",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,340270571,无,
/道路,道路86-87,"113.55806935,25.98493638;113.55664717,25.98521254;113.55619013,25.98522620;113.55468451,25.98515587;113.55341543,25.98491219;113.55332671,25.98489513;113.55299597,25.98491138;113.55242322,25.98500195;113.55207097,25.98496989",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,529974163,无,
/道路,道路86-88,"113.55806935,25.98493638;113.55802366,25.98487718;113.55799410,25.98476373;113.55800757,25.98433910;113.55797264,25.98399643;113.55785707,25.98370427;113.55729794,25.98297462;113.55620647,25.98231879;113.55564727,25.98203788;113.55535692,25.98182743",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,2067166398,无,
/道路,道路87-88,"113.55208173,25.98496389;113.55245017,25.98439639;113.55247976,25.98418894;113.55254834,25.98401898;113.55251608,25.98391275;113.55252415,25.98384883;113.55325289,25.98322171;113.55341156,25.98282510;113.55358500,25.98257570;113.55373963,25.98239986;113.55389422,25.98241825;113.55408380,25.98221472;113.55420884,25.98202555;113.55427068,25.98195208;113.55438497,25.98187267;113.55448311,25.98183304;113.55463099,25.98182608;113.55478288,25.98201215;113.55484606,25.98202916;113.55493614,25.98203174;113.55502755,25.98201502;113.55535692,25.98182743",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,1928842014,无,
/道路,道路88-89,"113.55535692,25.98182743;113.55527089,25.98170180;113.55513918,25.98128172;113.55508005,25.98105238;113.55496448,25.98039828;113.55493492,25.98027758;113.55489730,25.97999521;113.55469569,25.97943262;113.55428437,25.97870315;113.55426017,25.97862107;113.55420912,25.97821319;113.55410428,25.97783174;113.55383545,25.97727867",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,161628658,无,
/道路,道路89-90,"113.55383545,25.97727867;113.55392419,25.97723300;113.55383817,25.97698188;113.55381934,25.97693118;113.55380860,25.97675984;113.55385701,25.97663204;113.55395113,25.97646815;113.55398340,25.97635721;113.55398072,25.97626551;113.55389739,25.97595408;113.55376029,25.97562565;113.55353983,25.97532844;113.55344574,25.97501697;113.55331939,25.97475131;113.55314194,25.97450243;113.55303171,25.97429953;113.55288116,25.97393486;113.55284084,25.97381655;113.55283819,25.97324707",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,984062114,无,
/道路,道路90-91,"113.55283819,25.97324707;113.55289469,25.97272114",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,654639702,无,
/道路,道路90-92,"113.55283819,25.97324707;113.55274413,25.97261226;113.55250484,25.97217021;113.55232471,25.97176446;113.55229246,25.97159790;113.55242423,25.97134237;113.55277383,25.97092317;113.55278728,25.97083392;113.55292711,25.97069182;113.55328207,25.97033536;113.55352944,25.97030205;113.55401343,25.97025713",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,2002361087,无,
/道路,道路89-93,"113.55383545,25.97727867;113.55346443,25.97680021;113.55321171,25.97640399;113.55307460,25.97617450;113.55189425,25.97488366;113.55135649,25.97426245;113.55102306,25.97401083;113.55034813,25.97355582;113.54992058,25.97321471;113.54950377,25.97272642;113.54900092,25.97220899;113.54861637,25.97198136;113.54822911,25.97182853;113.54776923,25.97171896;113.54720446,25.97163089;113.54712915,25.97161142;113.54685483,25.97150466;113.54667464,25.97139569;113.54653749,25.97118303;113.54623094,25.97044638;113.54621480,25.97039085;113.54620674,25.97032084;113.54625247,25.97016168;113.54625517,25.97009895;113.54619331,25.97005779;113.54612070,25.97003592;113.54593781,25.97000656;113.54561775,25.96985384;113.54505025,25.96967642;113.54492115,25.96955066;113.54478401,25.96908704;113.54473561,25.96893249;113.54470335,25.96854390;113.54473834,25.96835817;113.54481904,25.96824252;113.54510148,25.96796082;113.54516335,25.96783547;113.54515529,25.96769307;113.54505310,25.96745153;113.54483527,25.96701910;113.54474921,25.96676794;113.54471158,25.96653136;113.54467665,25.96599556;113.54460404,25.96572995;113.54450991,25.96560908;113.54445344,25.96555104;113.54404997,25.96542224;113.54391549,25.96535677;113.54385094,25.96531561;113.54377832,25.96522615;113.54372454,25.96513916;113.54369495,25.96498706;113.54367346,25.96468777;113.54368424,25.96436925;113.54344488,25.96395364;113.54342875,25.96381846;113.54341800,25.96371949;113.54347183,25.96327075;113.54325667,25.96283830;113.54324323,25.96274657;113.54324592,25.96265487;113.54332663,25.96254405;113.54345305,25.96250813;113.54360638,25.96247228;113.54370053,25.96239045;113.54363868,25.96215622;113.54364945,25.96204765;113.54384045,25.96168368;113.54392115,25.96158732;113.54403144,25.96155379;113.54436497,25.96148697;113.54465010,25.96136452;113.54487604,25.96119610;113.54499440,25.96109742;113.54505626,25.96100585;113.54513429,25.96078883;113.54521767,25.96068041;113.54544630,25.96049027;113.54550548,25.96041801;113.54549205,25.96026352;113.54536836,25.95982644;113.54538181,25.95972512;113.54562927,25.95947467;113.54601392,25.95910628;113.54641201,25.95863655;113.54682087,25.95794964;113.54684239,25.95790624;113.54688544,25.95757330;113.54689356,25.95693860;113.54703079,25.95598079;113.54711150,25.95580961;113.54740736,25.95539273;113.54742889,25.95530590;113.54745043,25.95502357;113.54749346,25.95490541;113.54781619,25.95497125;113.54823304,25.95506867",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,1105985200,无,
/道路,道路87-94,"113.55208173,25.98496389;113.55174157,25.98494029;113.55140007,25.98490704;113.55118899,25.98485836;113.55077756,25.98471277;113.55018462,25.98445099;113.54989689,25.98432735;113.54937386,25.98401623;113.54923402,25.98394355;113.54909821,25.98394085;113.54893417,25.98396705;113.54871767,25.98405346",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,672602042,无,
/道路,道路94-95,"113.54871767,25.98405346;113.54834116,25.98404544;113.54806954,25.98400384;113.54773068,25.98387525;113.54762580,25.98382918;113.54695077,25.98341997;113.54637793,25.98305440;113.54582393,25.98228229",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,85856442,无,
/道路,道路95-96,"113.54582393,25.98228229;113.54422908,25.98037139",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,1637800161,无,
/道路,道路96-97,"113.54422908,25.98037139;113.54561704,25.97944792",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,1223536305,无,
/道路,道路95-97,"113.54582393,25.98228229;113.54664965,25.98194025;113.54669807,25.98191623;113.54672227,25.98189819;113.54663087,25.98143351;113.54657172,25.98116315;113.54624633,25.98049045;113.54624633,25.98046150;113.54628264,25.98042176;113.54624634,25.98030104;113.54611323,25.98003895;113.54607961,25.97997977;113.54604869,25.97997004;113.54595186,25.98000603;113.54561704,25.97944792",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,738000562,无,
/道路,道路97-98,"113.54561704,25.97944792;113.54512758,25.97862886;113.54482100,25.97805511;113.54479679,25.97803937;113.54462921,25.97810277",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,1262986879,无,
/道路,道路98-99,"113.54521093,25.97914058;113.54462921,25.97810277",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,208729028,无,
/道路,道路98-100,"113.54462921,25.97810277;113.54449285,25.97811833;113.54434760,25.97809025;113.54420236,25.97809837;113.54390379,25.97822558",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,198081722,无,
/道路,道路100-101,"113.54391036,25.97821971;113.54294614,25.97901485",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,1986281466,无,
/道路,道路96-101,"113.54422908,25.98037139;113.54294614,25.97901485",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,700235436,无,
/道路,道路100-102,"113.54391036,25.97821971;113.54339410,25.97768756;113.54265847,25.97691856;113.54261544,25.97692207;113.54164835,25.97755203",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,334708155,无,
/道路,道路101-102,"113.54295148,25.97900937;113.54164835,25.97755203",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,1892602730,无,
/道路,道路102-103,"113.54165103,25.97755083;113.53898399,25.97478046;113.53819311,25.97402087;113.53795320,25.97382521",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,2128483860,无,
/道路,道路104-105,"113.53691252,25.97360752;113.53644170,25.97361841;113.53627489,25.97362283;113.53615113,25.97364183;113.53600853,25.97366560;113.53589284,25.97370875;113.53563992,25.97393011",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,77919864,无,
/道路,道路105-106,"113.53563992,25.97393011;113.53521210,25.97420895;113.53481119,25.97445406;113.53450176,25.97471871;113.53415465,25.97485055;113.53353041,25.97503234;113.53314026,25.97515440;113.53299226,25.97520227;113.53289269,25.97527923;113.53253480,25.97574160;113.53233298,25.97580864;113.53220652,25.97577213;113.53206661,25.97571384;113.53136698,25.97595573;113.53122706,25.97597467;113.53093106,25.97594976;113.53029872,25.97571162;113.52937305,25.97552820;113.52893174,25.97547876;113.52835855,25.97548204;113.52824822,25.97551553;113.52790375,25.97574866;113.52769385,25.97579394;113.52754583,25.97578630;113.52743820,25.97576430;113.52705607,25.97551954;113.52671163,25.97526042;113.52658246,25.97517321;113.52541182,25.97492146;113.52512925,25.97482415;113.52497587,25.97471515;113.52480094,25.97456988;113.52462064,25.97442944;113.52417660,25.97421345;113.52370294,25.97407941;113.52310548,25.97387505;113.52255916,25.97364187;113.52239769,25.97352559;113.52190789,25.97307781;113.52156879,25.97281865;113.52109243,25.97257118;113.52069949,25.97244458;113.52023926,25.97232503;113.51977902,25.97221755;113.51924343,25.97200850;113.51884508,25.97195186",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,972288323,无,
/道路,道路105-107,"113.53563992,25.97393011;113.53595199,25.97425664",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,244951424,无,
/道路,道路107-108,"113.53595199,25.97425664;113.53584706,25.97431671;113.53569099,25.97447316;113.53477612,25.97572079;113.53442092,25.97634726;113.53425407,25.97670396;113.53383698,25.97734474;113.53361632,25.97759995",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,1203498858,无,
/道路,道路107-109,"113.53595199,25.97425664;113.53617530,25.97427168;113.53682235,25.97423106;113.53702414,25.97422191;113.53717345,25.97423433;113.53743980,25.97428446;113.53767250,25.97437431;113.53798591,25.97462723;113.53843785,25.97503010;113.53897586,25.97556346;113.53955555,25.97620549;113.54004916,25.97677251",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,2092949352,无,
/道路,道路109-110,"113.54004378,25.97676405;113.53982857,25.97676836;113.53936855,25.97667799;113.53869332,25.97652918;113.53830861,25.97642689;113.53784857,25.97629065;113.53780015,25.97621814;113.53768449,25.97601517;113.53747196,25.97577094;113.53723523,25.97559180;113.53714914,25.97556746;113.53691507,25.97560790;113.53673078,25.97560503;113.53657474,25.97554191;113.53644694,25.97549454;113.53634203,25.97541344",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,429273216,无,
/道路,道路109-111,"113.54004378,25.97676405;113.54091397,25.97757565;113.54128113,25.97793966;113.54171688,25.97844739;113.54209076,25.97888379;113.54262735,25.97950394;113.54294742,25.97985213;113.54381751,25.98080960;113.54463917,25.98172592;113.54487181,25.98204494;113.54533304,25.98271915;113.54566249,25.98317589;113.54581309,25.98333064;113.54615061,25.98368124",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,819858661,无,
/道路,道路94-113,"113.54871767,25.98405346;113.54862303,25.98459837",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,1812820233,无,
/道路,道路111-112,"113.54615330,25.98367401;113.54636711,25.98390248;113.54669656,25.98413845;113.54699912,25.98432730;113.54719006,25.98441698",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,501249249,无,
/道路,道路112-113,"113.54719006,25.98441698;113.54741060,25.98446329;113.54769164,25.98448561;113.54794982,25.98450183;113.54862303,25.98459837",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,117878969,无,
/道路,道路113-114,"113.54862303,25.98459837;113.55021550,25.98511336",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,282912454,无,
/道路,道路114-115,"113.55021550,25.98511336;113.55039029,25.98517644;113.55051937,25.98528046;113.55082590,25.98561162;113.55094691,25.98568667;113.55117009,25.98574502;113.55176706,25.98575827;113.55239359,25.98582224;113.55323521,25.98586971",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,943459764,无,
/道路,道路115-116,"113.55323655,25.98585766;113.55306039,25.98651720",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,1544824710,无,
/道路,道路116-117,"113.55306039,25.98651720;113.55278067,25.98752639;113.55272278,25.98763265",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,799429785,无,
/道路,道路116-118,"113.55306039,25.98651720;113.55411708,25.98674964;113.55494383,25.98694541;113.55604212,25.98717785;113.55644270,25.98724131;113.55653545,25.98722097;113.55764177,25.98676572;113.55777620,25.98670081;113.55782190,25.98669365;113.55790524,25.98669620;113.55817138,25.98675217;113.55827354,25.98672580;113.55836763,25.98665720",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,1603074835,无,
/道路,道路115-119,"113.55323655,25.98585766;113.55517244,25.98594455;113.55600994,25.98597383;113.55637558,25.98595157;113.55677751,25.98590765;113.55726681,25.98581202;113.55805452,25.98565777;113.55840669,25.98556307;113.55872660,25.98542128;113.55968632,25.98492103;113.56003176,25.98473824;113.56028041,25.98466144;113.56066077,25.98453901;113.56117554,25.98443127;113.56155453,25.98445359;113.56188513,25.98457717;113.56214718,25.98477785",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,1503763116,无,
/道路,道路119-120,"113.56214718,25.98477785;113.56144292,25.98518932;113.56097521,25.98531404;113.56064996,25.98541725;113.56031932,25.98560973;113.56026017,25.98566272;113.55959348,25.98640474;113.55884879,25.98708870",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,1627137631,无,
/道路,道路19-119,"113.56644168,25.98815725;113.56574838,25.98763754;113.56472452,25.98682297;113.56332973,25.98575203;113.56276802,25.98531929;113.56238370,25.98494953;113.56214718,25.98477785",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,1666501287,无,
/道路,道路112-121,"113.54719006,25.98441698;113.54714432,25.98476914;113.54716311,25.98520108;113.54706894,25.98570032",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,30515797,无,
/道路,道路114-121,"113.54706894,25.98570032;113.54741318,25.98585789;113.54775472,25.98609024;113.54798870,25.98608108;113.54842977,25.98597103;113.54884392,25.98598396;113.54961576,25.98582390;113.54962652,25.98579979;113.54957543,25.98558736;113.54960503,25.98551504;113.54965344,25.98544518;113.54976908,25.98535855;113.55021550,25.98511336",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,298430552,无,
/道路,道路121-122,"113.54706894,25.98570032;113.54640195,25.98550827;113.54570266,25.98541747;113.54457841,25.98497103",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,742531468,无,
/道路,道路111-122,"113.54615330,25.98367401;113.54457841,25.98497103",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,1475643426,无,
/道路,道路122-123,"113.54457841,25.98497103;113.54310451,25.98348866",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,1649260056,无,
